"Date","return_count","newbs"
2021-07-20,399,181
2021-07-21,461,187
2021-07-22,543,197
2021-07-23,399,194
2021-07-24,379,131
2021-07-25,376,139
2021-07-26,422,201
2021-07-27,424,194
2021-07-28,511,248
2021-07-29,535,243
2021-07-30,674,254
2021-07-31,471,174
2021-08-01,403,145
2021-08-02,473,200
2021-08-03,655,247
2021-08-04,607,270
2021-08-05,670,253
2021-08-06,549,265
2021-08-07,484,184
2021-08-08,508,200
2021-08-09,510,257
2021-08-10,845,276
2021-08-11,754,249
2021-08-12,601,296
2021-08-13,534,270
2021-08-14,449,200
2021-08-15,460,174
2021-08-16,626,239
2021-08-17,604,262
2021-08-18,542,260
2021-08-19,553,256
2021-08-20,507,243
2021-08-21,465,198
2021-08-22,438,151
2021-08-23,476,227
2021-08-24,729,264
2021-08-25,938,365
2021-08-26,737,294
2021-08-27,648,280
2021-08-28,506,198
2021-08-29,415,141
2021-08-30,522,226
2021-08-31,487,245
2021-09-01,1233,1207
2021-09-02,681,778
2021-09-03,556,614
2021-09-04,510,322
2021-09-05,426,223
2021-09-06,444,494
2021-09-07,447,395
2021-09-08,446,392
2021-09-09,615,436
2021-09-10,724,384
2021-09-11,542,251
2021-09-12,471,214
2021-09-13,474,353
2021-09-14,384,291
2021-09-15,474,337
2021-09-16,484,342
2021-09-17,473,347
2021-09-18,444,225
2021-09-19,369,156
2021-09-20,440,272
2021-09-21,479,304
2021-09-22,476,315
2021-09-23,456,336
2021-09-24,499,353
2021-09-25,400,228
2021-09-26,392,185
2021-09-27,369,222
2021-09-28,418,290
2021-09-29,467,277
2021-09-30,441,260
2021-10-01,391,224
2021-10-02,448,187
2021-10-03,352,152
2021-10-04,1712,483
2021-10-05,611,340
2021-10-06,485,277
2021-10-07,526,310
2021-10-08,453,266
2021-10-09,400,213
2021-10-10,355,162
2021-10-11,470,233
2021-10-12,411,220
2021-10-13,498,277
2021-10-14,448,253
2021-10-15,392,205
2021-10-16,376,192
2021-10-17,372,125
2021-10-18,400,216
2021-10-19,399,241
2021-10-20,374,271
2021-10-21,408,294
2021-10-22,373,242
2021-10-23,325,188
2021-10-24,313,143
2021-10-25,357,184
2021-10-26,349,231
2021-10-27,416,216
2021-10-28,394,222
2021-10-29,389,216
2021-10-30,379,155
2021-10-31,311,117
2021-11-01,283,198
2021-11-02,322,174
2021-11-03,389,170
2021-11-04,321,141
2021-11-05,372,133
2021-11-06,354,126
2021-11-07,332,117
2021-11-08,284,153
2021-11-09,313,194
2021-11-10,329,186
2021-11-11,379,187
2021-11-12,391,184
2021-11-13,319,142
2021-11-14,340,134
2021-11-15,341,175
2021-11-16,387,204
2021-11-17,349,174
2021-11-18,367,197
2021-11-19,514,146
2021-11-20,409,152
2021-11-21,270,121
2021-11-22,363,160
2021-11-23,321,175
2021-11-24,437,211
2021-11-25,395,165
2021-11-26,330,180
2021-11-27,368,122
2021-11-28,353,131
2021-11-29,368,152
2021-11-30,459,246
2021-12-01,486,225
2021-12-02,426,210
2021-12-03,436,181
2021-12-04,436,155
2021-12-05,353,74
2021-12-06,342,100
2021-12-07,561,352
2021-12-08,503,259
2021-12-09,526,239
2021-12-10,517,205
2021-12-11,434,159
2021-12-12,419,105
2021-12-13,462,155
2021-12-14,462,150
2021-12-15,467,164
2021-12-16,430,136
2021-12-17,371,148
2021-12-18,359,114
2021-12-19,317,77
2021-12-20,356,112
2021-12-21,412,114
2021-12-22,385,133
2021-12-23,388,89
2021-12-24,410,99
2021-12-25,388,47
2021-12-26,270,49
2021-12-27,315,84
2021-12-28,383,71
2021-12-29,419,76
2021-12-30,355,70
2021-12-31,230,27
